trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_area_id,drop_off_area_id,pickup_service_area_radius,drop_off_service_area_radius
305,5:45:00,5:45:00,70261,1,,0,0,0,1,,,,,1,1,,,,
305,6:01:00,6:01:00,70211,2,,0,0,17498.98396924760,1,,,,,1,1,,,,
305,6:09:00,6:09:00,70171,3,,0,0,27096.41600724600,1,,,,,1,1,,,,
305,6:19:00,6:19:00,70111,4,,0,0,42877.37731836030,1,,,,,1,1,,,,
305,6:28:00,6:28:00,70061,5,,0,0,53641.84114791140,1,,,,,1,1,,,,
305,6:47:00,6:47:00,70011,6,,0,0,75372.02741642000,1,,,,,1,1,,,,
313,6:49:00,6:49:00,70261,1,,0,0,0,1,,,,,1,1,,,,
313,7:05:00,7:05:00,70211,2,,0,0,17498.98396924760,1,,,,,1,1,,,,
313,7:13:00,7:13:00,70171,3,,0,0,27096.41600724600,1,,,,,1,1,,,,
313,7:24:00,7:24:00,70111,4,,0,0,42877.37731836030,1,,,,,1,1,,,,
313,7:32:00,7:32:00,70061,5,,0,0,53641.84114791140,1,,,,,1,1,,,,
313,7:52:00,7:52:00,70011,6,,0,0,75372.02741642000,1,,,,,1,1,,,,
323,7:49:00,7:49:00,70261,1,,0,0,0,1,,,,,1,1,,,,
323,8:05:00,8:05:00,70211,2,,0,0,17498.98396924760,1,,,,,1,1,,,,
